0810023829,0810084943
0810033859,0810033371
0810085503,0810025468
0810004543,0810030160
0810083925,0810094285
0810093489,0810080998
0810031264,0810007155
0810030894,0810017643
0810049745,0810011628
0810051441,0810036567
0810097079,0810066368
0810044767,0810034417
0810059420,0810003095
0810087645,0810098321
0810037490,0810097468
0810010275,0810075451
0810088560,0810037799
0810077430,0810062637
0810055300,0810019280
0810091268,0810088796
0810077342,0810066120
0810019186,0810092985
0810049476,0810059762
0810004474,0810059930
0810099336,0810085801
0810037625,0810005424
0810020390,0810023054
0810079686,0810014842
0810056565,0810095770
0810005564,0810032751
0810056885,0810038895
0810011105,0810032629
0810016051,0810086903
0810009072,0810064532
0810025163,0810077263
0810032897,0810071911
0810016248,0810069790
0810004677,0810061935
0810098471,0810046668
0810013356,0810051043
0810008954,0810023057
0810023938,0810019285
0810047959,0810033343
0810001206,0810056178
0810071238,0810010058
0810088873,0810064253
0810014045,0810089857
0810020313,0810000637
0810031735,0810097310
0810029297,0810071916
0810086167,0810078093
0810023732,0810021232
0810078496,0810049905
0810046122,0810089446
0810048281,0810026760
0810070828,0810013287
0810068907,0810057905
0810096567,0810028309
0810089472,0810080207
0810065568,0810033912
0810047160,0810068396
0810008243,0810031675
0810068450,0810086404
0810048772,0810027303
0810096535,0810064897
0810017911,0810087982
0810075814,0810022349
0810027267,0810023912
0810094458,0810061690
0810049450,0810028424
0810017772,0810034483
0810056201,0810096581
0810029979,0810056660
0810046614,0810092672
0810066816,0810091779
0810051545,0810053997
0810021759,0810048694
0810074287,0810081780
0810036031,0810012712
0810009112,0810043632
0810042533,0810086879
0810058223,0810055041
0810048190,0810023756
0810025523,0810039308
0810055852,0810079265
0810007926,0810080755
0810010965,0810038727
0810059098,0810096222
0810086891,0810066698
0810049244,0810055075
0810042102,0810097130
0810054913,0810099385
0810008527,0810004352
0810082601,0810024922
0810033644,0810089274
0810013051,0810090344
0810041531,0810053956
0810085377,0810059259
0810076271,0810054628
0810016722,0810085574
0810062514,0810000239
0810034143,0810026414
0810093288,0810098808
0810073691,0810072350
0810063000,0810045656
0810099321,0810070176
0810090060,0810004802
0810094312,0810027973
0810004379,0810046365
0810005042,0810052928
0810019366,0810045152
0810062784,0810055887
0810080400,0810052039
0810012473,0810098168
0810008133,0810030591
0810012231,0810009835
0810032287,0810009425
0810006606,0810097557
0810075222,0810074473
0810072551,0810019905
0810078299,0810094527
0810062130,0810001847
0810032389,0810039730
0810034014,0810019639
0810032601,0810012078
0810049096,0810026737
0810048099,0810083073
0810077460,0810080243
0810071560,0810038881
0810060129,0810018517
0810095271,0810071861
0810016179,0810071470
0810094390,0810093721
0810062104,0810024971
0810042958,0810073907
0810026669,0810064871
0810009130,0810053288
0810022978,0810008313
0810001765,0810093370
0810061732,0810061558
0810019329,0810054653
0810058056,0810032161
0810081596,0810096207
0810050273,0810080611
0810096276,0810088400
0810076764,0810011756
0810007987,0810008265
0810055902,0810097783
0810073571,0810025970
0810072102,0810098723
0810014712,0810058272
0810059924,0810007412
0810067576,0810061494
0810020722,0810095402
0810061663,0810008258
0810090396,0810091256
0810079327,0810051380
0810006748,0810072773
0810054751,0810086237
0810017302,0810039524
0810020201,0810006964
0810046401,0810061849
0810010450,0810092157
0810079434,0810038830
0810054632,0810069885
0810022352,0810079758
0810047938,0810034383
0810043767,0810039981
0810098259,0810017750
0810066378,0810035298
0810001876,0810004017
0810006199,0810039254
0810047422,0810095502
0810031009,0810061020
0810007003,0810038639
0810009389,0810069938
0810020848,0810013237
0810002484,0810008632
0810005014,0810048331
0810035427,0810080070
0810069639,0810003687
0810034518,0810002030
0810007827,0810090605
0810069896,0810039097
0810023119,0810086785
0810000366,0810024867
0810018201,0810091784
0810029672,0810078417
0810002906,0810044445
0810077018,0810088273
0810031523,0810069697
0810076473,0810006298
0810091496,0810053282
0810001665,0810039327
0810074675,0810065339
0810017620,0810006787
0810031600,0810058240
0810048268,0810030826
0810029463,0810056627
0810013629,0810098764
0810085695,0810095933
0810041152,0810043797
0810013511,0810070560
0810039968,0810099174
0810034073,0810001826
0810060748,0810081229
0810012016,0810084432
0810047741,0810067169
0810058770,0810021367
0810045838,0810095231
0810098357,0810063707
0810024335,0810008555
0810083838,0810079459
0810069362,0810091741
0810069226,0810067427
0810035267,0810023361
0810025683,0810092640
0810077304,0810035271
0810074350,0810027246
0810030561,0810017431
0810021874,0810001382
0810025608,0810091734
0810073829,0810053976
0810040543,0810072945
0810073113,0810082646
0810042556,0810073053
0810010598,0810083795
0810004701,0810076332
0810039509,0810082007
0810079502,0810071273
0810007551,0810002411
0810043921,0810040500
0810073718,0810092139
0810073955,0810058121
0810089777,0810047989
0810068760,0810029734
0810079812,0810092472
0810044708,0810096449
0810064688,0810071183
0810098794,0810046539
0810072969,0810016081
0810023679,0810030862
0810080737,0810038498
0810065236,0810005990
0810090555,0810047861
0810094199,0810018674
0810066232,0810048580
0810069306,0810091614
0810007788,0810014115
0810059427,0810033268
0810072521,0810045527
0810009068,0810085207
0810096745,0810065948
0810093173,0810068682
0810032864,0810029505
0810068668,0810083645
0810081184,0810024432
0810088495,0810070142
0810057363,0810010358
0810074012,0810016958
0810003844,0810036435
0810074496,0810054374
0810000768,0810066270
0810097076,0810007608
0810007613,0810064018
0810048611,0810008716
0810007408,0810036788
0810019938,0810011528
0810070566,0810058163
0810059689,0810095011
0810020892,0810094561
0810013066,0810065936
0810087597,0810026231
0810033056,0810072291
0810085138,0810027650
0810014020,0810064404
0810081689,0810021760
0810083865,0810045073
0810087776,0810023150
0810030261,0810093333
0810046717,0810056977
0810021723,0810051025
0810039047,0810094472
0810092667,0810087972
0810071918,0810063284
0810030458,0810043476
0810008968,0810077903
0810028205,0810083146
0810050209,0810071934
0810054319,0810016257
0810027690,0810082334
0810031358,0810036225
0810087086,0810062364
0810056594,0810033819
0810036992,0810015893
0810097603,0810011309
0810094246,0810029481
0810081718,0810010285
0810069819,0810041897
